DOI	Title	Authors	Abstract	Date	Concatenated_text	Normalized_text	Section
10.48550/arXiv.2503.16063	Two-stage Incomplete Utterance Rewriting on Editing Operation	Zhiyu Cao, Peifeng Li, Qiaoming Zhu, Yaxin Fan	Previous work on Incomplete Utterance Rewriting (IUR) has primarily focused on generating rewritten utterances based solely on dialogue context, ignoring the widespread phenomenon of coreference and ellipsis in dialogues. To address this issue, we propose a novel framework called TEO (\emph{Two-stage approach on Editing Operation}) for IUR, in which the first stage generates editing operations and the second stage rewrites incomplete utterances utilizing the generated editing operations and the dialogue context. Furthermore, an adversarial perturbation strategy is proposed to mitigate cascading errors and exposure bias caused by the inconsistency between training and inference in the second stage. Experimental results on three IUR datasets show that our TEO outperforms the SOTA models significantly.	20/03/2025	Two-stage Incomplete Utterance Rewriting on Editing Operation. Previous work on Incomplete Utterance Rewriting (IUR) has primarily focused on generating rewritten utterances based solely on dialogue context, ignoring the widespread phenomenon of coreference and ellipsis in dialogues. To address this issue, we propose a novel framework called TEO (\emph{Two-stage approach on Editing Operation}) for IUR, in which the first stage generates editing operations and the second stage rewrites incomplete utterances utilizing the generated editing operations and the dialogue context. Furthermore, an adversarial perturbation strategy is proposed to mitigate cascading errors and exposure bias caused by the inconsistency between training and inference in the second stage. Experimental results on three IUR datasets show that our TEO outperforms the SOTA models significantly.	Two-stage incomplete utterance rewrite editing operation previous work iur primarily focus generate base solely dialogue context ignore widespread phenomenon coreference ellipsis address issue propose novel framework call teo first stage edit second utilize furthermore adversarial perturbation strategy mitigate cascade error exposure bias cause inconsistency training inference experimental result datasets show outperform sota model significantly	Computation and Language
10.48550/arXiv.2503.16048	Meta-Learning Neural Mechanisms rather than Bayesian Priors	Michael Goodale, Salvador Mascarenhas, Yair Lakretz	Children acquire language despite being exposed to several orders of magnitude less data than large language models require. Meta-learning has been proposed as a way to integrate human-like learning biases into neural-network architectures, combining both the structured generalizations of symbolic models with the scalability of neural-network models. But what does meta-learning exactly imbue the model with? We investigate the meta-learning of formal languages and find that, contrary to previous claims, meta-trained models are not learning simplicity-based priors when meta-trained on datasets organised around simplicity. Rather, we find evidence that meta-training imprints neural mechanisms (such as counters) into the model, which function like cognitive primitives for the network on downstream tasks. Most surprisingly, we find that meta-training on a single formal language can provide as much improvement to a model as meta-training on 5000 different formal languages, provided that the formal language incentivizes the learning of useful neural mechanisms. Taken together, our findings provide practical implications for efficient meta-learning paradigms and new theoretical insights into linking symbolic theories and neural mechanisms.	20/03/2025	Meta-Learning Neural Mechanisms rather than Bayesian Priors. Children acquire language despite being exposed to several orders of magnitude less data than large language models require. Meta-learning has been proposed as a way to integrate human-like learning biases into neural-network architectures, combining both the structured generalizations of symbolic models with the scalability of neural-network models. But what does meta-learning exactly imbue the model with? We investigate the meta-learning of formal languages and find that, contrary to previous claims, meta-trained models are not learning simplicity-based priors when meta-trained on datasets organised around simplicity. Rather, we find evidence that meta-training imprints neural mechanisms (such as counters) into the model, which function like cognitive primitives for the network on downstream tasks. Most surprisingly, we find that meta-training on a single formal language can provide as much improvement to a model as meta-training on 5000 different formal languages, provided that the formal language incentivizes the learning of useful neural mechanisms. Taken together, our findings provide practical implications for efficient meta-learning paradigms and new theoretical insights into linking symbolic theories and neural mechanisms.	Meta-Learning neural mechanism rather bayesian prior child acquire language despite expose several order magnitude less data large model require Meta-learning propose way integrate human-like learn bias neural-network architecture combine structured generalization symbolic scalability meta-learning exactly imbue investigate formal find contrary previous claim meta-trained simplicity-based datasets organise simplicity evidence meta-training imprint such counter function like cognitive primitive network downstream task most surprisingly single provide as much improvement 5000 different incentivize learning useful take together finding practical implication efficient paradigm new theoretical insight link theory	Computation and Language
10.48550/arXiv.2503.16043	Incomplete Utterance Rewriting with Editing Operation Guidance and Utterance Augmentation	Zhiyu Cao, Peifeng Li, Yaxin Fan, Qiaoming Zhu	Although existing fashionable generation methods on Incomplete Utterance Rewriting (IUR) can generate coherent utterances, they often result in the inclusion of irrelevant and redundant tokens in rewritten utterances due to their inability to focus on critical tokens in dialogue context. Furthermore, the limited size of the training datasets also contributes to the insufficient training of the IUR model. To address the first issue, we propose a multi-task learning framework EO-IUR (Editing Operation-guided Incomplete Utterance Rewriting) that introduces the editing operation labels generated by sequence labeling module to guide generation model to focus on critical tokens. Furthermore, we introduce a token-level heterogeneous graph to represent dialogues. To address the second issue, we propose a two-dimensional utterance augmentation strategy, namely editing operation-based incomplete utterance augmentation and LLM-based historical utterance augmentation. The experimental results on three datasets demonstrate that our EO-IUR outperforms previous state-of-the-art (SOTA) baselines in both open-domain and task-oriented dialogue. The code will be available at this https URL.	20/03/2025	Incomplete Utterance Rewriting with Editing Operation Guidance and Utterance Augmentation. Although existing fashionable generation methods on Incomplete Utterance Rewriting (IUR) can generate coherent utterances, they often result in the inclusion of irrelevant and redundant tokens in rewritten utterances due to their inability to focus on critical tokens in dialogue context. Furthermore, the limited size of the training datasets also contributes to the insufficient training of the IUR model. To address the first issue, we propose a multi-task learning framework EO-IUR (Editing Operation-guided Incomplete Utterance Rewriting) that introduces the editing operation labels generated by sequence labeling module to guide generation model to focus on critical tokens. Furthermore, we introduce a token-level heterogeneous graph to represent dialogues. To address the second issue, we propose a two-dimensional utterance augmentation strategy, namely editing operation-based incomplete utterance augmentation and LLM-based historical utterance augmentation. The experimental results on three datasets demonstrate that our EO-IUR outperforms previous state-of-the-art (SOTA) baselines in both open-domain and task-oriented dialogue. The code will be available at this https URL.	incomplete utterance rewrite editing operation guidance augmentation exist fashionable generation method iur generate coherent often result inclusion irrelevant redundant token inability focus critical dialogue context furthermore limited size training datasets also contribute insufficient model address first issue propose multi-task learning framework EO-IUR edit Operation-guided rewriting introduce label sequence labeling module guide token-level heterogeneous graph represent second two-dimensional strategy namely operation-based LLM-based historical experimental demonstrate outperform previous state-of the-art sota baseline open-domain task-oriented code available http url	Computation and Language
10.48550/arXiv.2503.16040	Evaluating Test-Time Scaling LLMs for Legal Reasoning: OpenAI o1, DeepSeek-R1, and Beyond	Yaoyao Yu, Leilei Gan, Yinghao Hu, Bin Wei, Kun Kuang, Fei Wu	Recently, Test-Time Scaling Large Language Models (LLMs), such as DeepSeek-R1 and OpenAI o1, have demonstrated exceptional capabilities across various domains and tasks, particularly in reasoning. While these models have shown impressive performance on general language tasks, their effectiveness in specialized fields like legal remains unclear. To address this, we present a preliminary evaluation of LLMs in various legal scenarios, covering both Chinese and English legal tasks. Our analysis includes 9 LLMs and 17 legal tasks, with a focus on newly published and more complex challenges such as multi-defendant legal judgments and legal argument reasoning. Our findings indicate that, despite DeepSeek-R1 and OpenAI o1 being among the most powerful models, their legal reasoning capabilities are still lacking. Specifically, these models score below 80\% on seven Chinese legal reasoning tasks and below 80\% on two English legal reasoning tasks. This suggests that, even among the most advanced reasoning models, legal reasoning abilities remain underdeveloped.	20/03/2025	Evaluating Test-Time Scaling LLMs for Legal Reasoning: OpenAI o1, DeepSeek-R1, and Beyond. Recently, Test-Time Scaling Large Language Models (LLMs), such as DeepSeek-R1 and OpenAI o1, have demonstrated exceptional capabilities across various domains and tasks, particularly in reasoning. While these models have shown impressive performance on general language tasks, their effectiveness in specialized fields like legal remains unclear. To address this, we present a preliminary evaluation of LLMs in various legal scenarios, covering both Chinese and English legal tasks. Our analysis includes 9 LLMs and 17 legal tasks, with a focus on newly published and more complex challenges such as multi-defendant legal judgments and legal argument reasoning. Our findings indicate that, despite DeepSeek-R1 and OpenAI o1 being among the most powerful models, their legal reasoning capabilities are still lacking. Specifically, these models score below 80\% on seven Chinese legal reasoning tasks and below 80\% on two English legal reasoning tasks. This suggests that, even among the most advanced reasoning models, legal reasoning abilities remain underdeveloped.	evaluate Test-Time scaling llm legal reasoning openai o1 deepseek r1 recently scale large language model such demonstrate exceptional capability various domain task particularly show impressive performance general effectiveness specialized field like remain unclear address present preliminary evaluation scenario cover chinese english analysis include 9 17 focus newly publish more complex challenge multi-defendant judgment argument reason finding indicate despite most powerful still lack specifically score 80\% seven suggest even advanced ability underdeveloped	Computation and Language
10.48550/arXiv.2503.16031	Deceptive Humor: A Synthetic Multilingual Benchmark Dataset for Bridging Fabricated Claims with Humorous Content	Sai Kartheek Reddy Kasu, Shankar Biradar, Sunil Saumya	This paper presents the Deceptive Humor Dataset (DHD), a novel resource for studying humor derived from fabricated claims and misinformation. In an era of rampant misinformation, understanding how humor intertwines with deception is essential. DHD consists of humor-infused comments generated from false narratives, incorporating fabricated claims and manipulated information using the ChatGPT-4o model. Each instance is labeled with a Satire Level, ranging from 1 for subtle satire to 3 for high-level satire and classified into five distinct Humor Categories: Dark Humor, Irony, Social Commentary, Wordplay, and Absurdity. The dataset spans multiple languages including English, Telugu, Hindi, Kannada, Tamil, and their code-mixed variants (Te-En, Hi-En, Ka-En, Ta-En), making it a valuable multilingual benchmark. By introducing DHD, we establish a structured foundation for analyzing humor in deceptive contexts, paving the way for a new research direction that explores how humor not only interacts with misinformation but also influences its perception and spread. We establish strong baselines for the proposed dataset, providing a foundation for future research to benchmark and advance deceptive humor detection models.	20/03/2025	Deceptive Humor: A Synthetic Multilingual Benchmark Dataset for Bridging Fabricated Claims with Humorous Content. This paper presents the Deceptive Humor Dataset (DHD), a novel resource for studying humor derived from fabricated claims and misinformation. In an era of rampant misinformation, understanding how humor intertwines with deception is essential. DHD consists of humor-infused comments generated from false narratives, incorporating fabricated claims and manipulated information using the ChatGPT-4o model. Each instance is labeled with a Satire Level, ranging from 1 for subtle satire to 3 for high-level satire and classified into five distinct Humor Categories: Dark Humor, Irony, Social Commentary, Wordplay, and Absurdity. The dataset spans multiple languages including English, Telugu, Hindi, Kannada, Tamil, and their code-mixed variants (Te-En, Hi-En, Ka-En, Ta-En), making it a valuable multilingual benchmark. By introducing DHD, we establish a structured foundation for analyzing humor in deceptive contexts, paving the way for a new research direction that explores how humor not only interacts with misinformation but also influences its perception and spread. We establish strong baselines for the proposed dataset, providing a foundation for future research to benchmark and advance deceptive humor detection models.	deceptive humor synthetic multilingual benchmark dataset bridging fabricated claim humorous content paper present dhd novel resource study derive fabricate misinformation era rampant understand intertwine deception essential consist humor-infused comment generate false narrative incorporate manipulate information use chatgpt-4o model instance label satire level range 1 subtle 3 high-level classify distinct category dark irony social commentary wordplay absurdity span multiple language include english telugu hindi kannada tamil code-mixed variant Te-En Hi-En Ka-En Ta-En make valuable introduce establish structured foundation analyze context pave way new research direction explore only interact also influence perception spread strong baseline propose provide future advance detection	Computation and Language
10.48550/arXiv.2503.16024	The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement	Ruihan Yang, Fanghua Ye, Jian Li, Siyu Yuan, Yikai Zhang, Zhaopeng Tu, Xiaolong Li, Deqing Yang	Large language models (LLMs) have recently transformed from text-based assistants to autonomous agents capable of planning, reasoning, and iteratively improving their actions. While numerical reward signals and verifiers can effectively rank candidate actions, they often provide limited contextual guidance. In contrast, natural language feedback better aligns with the generative capabilities of LLMs, providing richer and more actionable suggestions. However, parsing and implementing this feedback effectively can be challenging for LLM-based agents. In this work, we introduce Critique-Guided Improvement (CGI), a novel two-player framework, comprising an actor model that explores an environment and a critic model that generates detailed nature language feedback. By training the critic to produce fine-grained assessments and actionable revisions, and the actor to utilize these critiques, our approach promotes more robust exploration of alternative strategies while avoiding local optima. Experiments in three interactive environments show that CGI outperforms existing baselines by a substantial margin. Notably, even a small critic model surpasses GPT-4 in feedback quality. The resulting actor achieves state-of-the-art performance, demonstrating the power of explicit iterative guidance to enhance decision-making in LLM-based agents.	20/03/2025	The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement. Large language models (LLMs) have recently transformed from text-based assistants to autonomous agents capable of planning, reasoning, and iteratively improving their actions. While numerical reward signals and verifiers can effectively rank candidate actions, they often provide limited contextual guidance. In contrast, natural language feedback better aligns with the generative capabilities of LLMs, providing richer and more actionable suggestions. However, parsing and implementing this feedback effectively can be challenging for LLM-based agents. In this work, we introduce Critique-Guided Improvement (CGI), a novel two-player framework, comprising an actor model that explores an environment and a critic model that generates detailed nature language feedback. By training the critic to produce fine-grained assessments and actionable revisions, and the actor to utilize these critiques, our approach promotes more robust exploration of alternative strategies while avoiding local optima. Experiments in three interactive environments show that CGI outperforms existing baselines by a substantial margin. Notably, even a small critic model surpasses GPT-4 in feedback quality. The resulting actor achieves state-of-the-art performance, demonstrating the power of explicit iterative guidance to enhance decision-making in LLM-based agents.	lighthouse language enhance llm agent Critique-Guided improvement large model recently transform text-based assistant autonomous capable planning reasoning iteratively improve action numerical reward signal verifier effectively rank candidate often provide limited contextual guidance contrast natural feedback well align generative capability rich more actionable suggestion however parse implement challenge LLM-based work introduce cgi novel two-player framework comprise actor explore environment critic generate detailed nature train produce fine-grained assessment revision utilize critique approach promote robust exploration alternative strategy avoid local optimum experiment interactive show outperform exist baseline substantial margin notably even small surpass GPT-4 quality result achieve state-of the-art performance demonstrate power explicit iterative decision-making	Computation and Language
10.48550/arXiv.2503.16022	Corrective In-Context Learning: Evaluating Self-Correction in Large Language Models	Mario Sanz-Guerrero, Katharina von der Wense	In-context learning (ICL) has transformed the use of large language models (LLMs) for NLP tasks, enabling few-shot learning by conditioning on labeled examples without finetuning. Despite its effectiveness, ICL is prone to errors, especially for challenging examples. With the goal of improving the performance of ICL, we propose corrective in-context learning (CICL), an approach that incorporates a model's incorrect predictions alongside ground truth corrections into the prompt, aiming to enhance classification accuracy through self-correction. However, contrary to our hypothesis, extensive experiments on text classification tasks demonstrate that CICL consistently underperforms standard ICL, with performance degrading as the proportion of corrections in the prompt increases. Our findings indicate that CICL introduces confusion by disrupting the model's task understanding, rather than refining its predictions. Additionally, we observe that presenting harder examples in standard ICL does not improve performance, suggesting that example difficulty alone may not be a reliable criterion for effective selection. By presenting these negative results, we provide important insights into the limitations of self-corrective mechanisms in LLMs and offer directions for future research.	20/03/2025	Corrective In-Context Learning: Evaluating Self-Correction in Large Language Models. In-context learning (ICL) has transformed the use of large language models (LLMs) for NLP tasks, enabling few-shot learning by conditioning on labeled examples without finetuning. Despite its effectiveness, ICL is prone to errors, especially for challenging examples. With the goal of improving the performance of ICL, we propose corrective in-context learning (CICL), an approach that incorporates a model's incorrect predictions alongside ground truth corrections into the prompt, aiming to enhance classification accuracy through self-correction. However, contrary to our hypothesis, extensive experiments on text classification tasks demonstrate that CICL consistently underperforms standard ICL, with performance degrading as the proportion of corrections in the prompt increases. Our findings indicate that CICL introduces confusion by disrupting the model's task understanding, rather than refining its predictions. Additionally, we observe that presenting harder examples in standard ICL does not improve performance, suggesting that example difficulty alone may not be a reliable criterion for effective selection. By presenting these negative results, we provide important insights into the limitations of self-corrective mechanisms in LLMs and offer directions for future research.	corrective In-Context learning evaluate Self-Correction large language model In-context icl transform use llm nlp task enable few-shot learn condition label example finetune despite effectiveness prone error especially challenge goal improve performance propose in-context cicl approach incorporate incorrect prediction alongside ground truth correction prompt aim enhance classification accuracy self-correction however contrary hypothesis extensive experiment text demonstrate consistently underperform standard degrade proportion increase finding indicate introduce confusion disrupt understanding rather refine additionally observe present hard suggest difficulty alone reliable criterion effective selection negative result provide important insight limitation self-corrective mechanism offer direction future research	Computation and Language
10.48550/arXiv.2503.15990	ECKGBench: Benchmarking Large Language Models in E-commerce Leveraging Knowledge Graph	Langming Liu, Haibin Chen, Yuhao Wang, Yujin Yuan, Shilei Liu, Wenbo Su, Xiangyu Zhao, Bo Zheng	Large language models (LLMs) have demonstrated their capabilities across various NLP tasks. Their potential in e-commerce is also substantial, evidenced by practical implementations such as platform search, personalized recommendations, and customer service. One primary concern associated with LLMs is their factuality (e.g., hallucination), which is urgent in e-commerce due to its significant impact on user experience and revenue. Despite some methods proposed to evaluate LLMs' factuality, issues such as lack of reliability, high consumption, and lack of domain expertise leave a gap between effective assessment in e-commerce. To bridge the evaluation gap, we propose ECKGBench, a dataset specifically designed to evaluate the capacities of LLMs in e-commerce knowledge. Specifically, we adopt a standardized workflow to automatically generate questions based on a large-scale knowledge graph, guaranteeing sufficient reliability. We employ the simple question-answering paradigm, substantially improving the evaluation efficiency by the least input and output tokens. Furthermore, we inject abundant e-commerce expertise in each evaluation stage, including human annotation, prompt design, negative sampling, and verification. Besides, we explore the LLMs' knowledge boundaries in e-commerce from a novel perspective. Through comprehensive evaluations of several advanced LLMs on ECKGBench, we provide meticulous analysis and insights into leveraging LLMs for e-commerce.	20/03/2025	ECKGBench: Benchmarking Large Language Models in E-commerce Leveraging Knowledge Graph. Large language models (LLMs) have demonstrated their capabilities across various NLP tasks. Their potential in e-commerce is also substantial, evidenced by practical implementations such as platform search, personalized recommendations, and customer service. One primary concern associated with LLMs is their factuality (e.g., hallucination), which is urgent in e-commerce due to its significant impact on user experience and revenue. Despite some methods proposed to evaluate LLMs' factuality, issues such as lack of reliability, high consumption, and lack of domain expertise leave a gap between effective assessment in e-commerce. To bridge the evaluation gap, we propose ECKGBench, a dataset specifically designed to evaluate the capacities of LLMs in e-commerce knowledge. Specifically, we adopt a standardized workflow to automatically generate questions based on a large-scale knowledge graph, guaranteeing sufficient reliability. We employ the simple question-answering paradigm, substantially improving the evaluation efficiency by the least input and output tokens. Furthermore, we inject abundant e-commerce expertise in each evaluation stage, including human annotation, prompt design, negative sampling, and verification. Besides, we explore the LLMs' knowledge boundaries in e-commerce from a novel perspective. Through comprehensive evaluations of several advanced LLMs on ECKGBench, we provide meticulous analysis and insights into leveraging LLMs for e-commerce.	eckgbench benchmarke large language model E-commerce leveraging knowledge graph llm demonstrate capability various nlp task potential e-commerce also substantial evidence practical implementation such platform search personalized recommendation customer service primary concern associate factuality e.g. hallucination urgent significant impact user experience revenue despite method propose evaluate issue lack reliability high consumption domain expertise leave gap effective assessment bridge evaluation dataset specifically design capacity adopt standardized workflow automatically generate question base large-scale guarantee sufficient employ simple question-answering paradigm substantially improve efficiency least input output token furthermore inject abundant stage include human annotation prompt negative sampling verification besides explore boundary novel perspective comprehensive several advanced provide meticulous analysis insight leverage	Computation and Language
10.48550/arXiv.2503.15983	InhibiDistilbert: Knowledge Distillation for a ReLU and Addition-based Transformer	Tony Zhang, Rickard Brännvall	This work explores optimizing transformer-based language models by integrating model compression techniques with inhibitor attention, a novel alternative attention mechanism. Inhibitor attention employs Manhattan distances and ReLU activations instead of the matrix multiplications and softmax activation of the conventional scaled dot-product attention. This shift offers potential computational and energy savings while maintaining model effectiveness. We propose further adjustments to improve the inhibitor mechanism's training efficiency and evaluate its performance on the DistilBERT architecture. Our knowledge distillation experiments indicate that the modified inhibitor transformer model can achieve competitive performance on standard NLP benchmarks, including General Language Understanding Evaluation (GLUE) and sentiment analysis tasks.	20/03/2025	InhibiDistilbert: Knowledge Distillation for a ReLU and Addition-based Transformer. This work explores optimizing transformer-based language models by integrating model compression techniques with inhibitor attention, a novel alternative attention mechanism. Inhibitor attention employs Manhattan distances and ReLU activations instead of the matrix multiplications and softmax activation of the conventional scaled dot-product attention. This shift offers potential computational and energy savings while maintaining model effectiveness. We propose further adjustments to improve the inhibitor mechanism's training efficiency and evaluate its performance on the DistilBERT architecture. Our knowledge distillation experiments indicate that the modified inhibitor transformer model can achieve competitive performance on standard NLP benchmarks, including General Language Understanding Evaluation (GLUE) and sentiment analysis tasks.	inhibidistilbert knowledge distillation relu Addition-based transformer work explores optimize transformer-based language model integrate compression technique inhibitor attention novel alternative mechanism employ manhattan distance activation instead matrix multiplication softmax conventional scale dot-product shift offer potential computational energy saving maintain effectiveness propose further adjustment improve training efficiency evaluate performance distilbert architecture experiment indicate modify achieve competitive standard nlp benchmark include general understanding evaluation glue sentiment analysis task	Computation and Language
10.48550/arXiv.2503.15979	Exploratory Study into Relations between Cognitive Distortions and Emotional Appraisals	Navneet Agarwal, Kairit Sirts	In recent years, there has been growing interest in studying cognitive distortions and emotional appraisals from both computational and psychological perspectives. Despite considerable similarities between emotional reappraisal and cognitive reframing as emotion regulation techniques, these concepts have largely been examined in isolation. This research explores the relationship between cognitive distortions and emotional appraisal dimensions, examining their potential connections and relevance for future interdisciplinary studies. Under this pretext, we conduct an exploratory computational study, aimed at investigating the relationship between cognitive distortion and emotional appraisals. We show that the patterns of statistically significant relationships between cognitive distortions and appraisal dimensions vary across different distortion categories, giving rise to distinct appraisal profiles for individual distortion classes. Additionally, we analyze the impact of cognitive restructuring on appraisal dimensions, exemplifying the emotion regulation aspect of cognitive restructuring.	20/03/2025	Exploratory Study into Relations between Cognitive Distortions and Emotional Appraisals. In recent years, there has been growing interest in studying cognitive distortions and emotional appraisals from both computational and psychological perspectives. Despite considerable similarities between emotional reappraisal and cognitive reframing as emotion regulation techniques, these concepts have largely been examined in isolation. This research explores the relationship between cognitive distortions and emotional appraisal dimensions, examining their potential connections and relevance for future interdisciplinary studies. Under this pretext, we conduct an exploratory computational study, aimed at investigating the relationship between cognitive distortion and emotional appraisals. We show that the patterns of statistically significant relationships between cognitive distortions and appraisal dimensions vary across different distortion categories, giving rise to distinct appraisal profiles for individual distortion classes. Additionally, we analyze the impact of cognitive restructuring on appraisal dimensions, exemplifying the emotion regulation aspect of cognitive restructuring.	exploratory study relation cognitive distortion emotional appraisal recent year grow interest computational psychological perspective despite considerable similarity reappraisal reframe emotion regulation technique concept largely examine isolation research explore relationship dimension potential connection relevance future interdisciplinary pretext conduct aim investigate show pattern statistically significant vary different category give rise distinct profile individual class additionally analyze impact restructuring exemplify aspect	Computation and Language
10.48550/arXiv.2503.15952	Adaptive Group Policy Optimization: Towards Stable Training and Token-Efficient Reasoning	Chen Li, Nazhou Liu, Kai Yang	Since DeepSeek-R1 popularized, Group Relative Policy Optimization (GRPO) has become the core part of Reasoning LLMs training. However, we find some deficiency that influences RL stability and inference efficiency. Thus, we propose Adaptive Group Policy Optimization (AGPO) which contains two simple but effective modifications: a revised advantage estimation method to mitigate zero-variance situations; a length-based reward, incentivizing the model to avoid overthinking. The experiments demonstrate our methods achieve more stable training and comparable or superior performance with significantly fewer tokens in reasoning steps.	20/03/2025	Adaptive Group Policy Optimization: Towards Stable Training and Token-Efficient Reasoning. Since DeepSeek-R1 popularized, Group Relative Policy Optimization (GRPO) has become the core part of Reasoning LLMs training. However, we find some deficiency that influences RL stability and inference efficiency. Thus, we propose Adaptive Group Policy Optimization (AGPO) which contains two simple but effective modifications: a revised advantage estimation method to mitigate zero-variance situations; a length-based reward, incentivizing the model to avoid overthinking. The experiments demonstrate our methods achieve more stable training and comparable or superior performance with significantly fewer tokens in reasoning steps.	adaptive group policy optimization stable training Token-Efficient reasoning deepseek r1 popularize relative grpo become core part reason llm however find deficiency influence rl stability inference efficiency thus propose agpo contain simple effective modification revise advantage estimation method mitigate zero-variance situation length-based reward incentivize model avoid overthinke experiment demonstrate achieve more comparable superior performance significantly few token step	Computation and Language
10.48550/arXiv.2503.15944	From Chaos to Order: The Atomic Reasoner Framework for Fine-grained Reasoning in Large Language Models	Jinyi Liu, Yan Zheng, Rong Cheng, Qiyu Wu, Wei Guo, Fei Ni, Hebin Liang, Yifu Yuan, Hangyu Mao, Fuzheng Zhang, Jianye Hao	Recent advances in large language models (LLMs) have shown remarkable progress, yet their capacity for logical ``slow-thinking'' reasoning persists as a critical research frontier. Current inference scaling paradigms suffer from two fundamental constraints: fragmented thought flows compromising logical coherence, and intensively computational complexity that escalates with search space dimensions. To overcome these limitations, we present \textbf{Atomic Reasoner} (\textbf{AR}), a cognitive inference strategy that enables fine-grained reasoning through systematic atomic-level operations. AR decomposes the reasoning process into atomic cognitive units, employing a cognitive routing mechanism to dynamically construct reasoning representations and orchestrate inference pathways. This systematic methodology implements stepwise, structured cognition, which ensures logical coherence while significantly reducing cognitive load, effectively simulating the cognitive patterns observed in human deep thinking processes. Extensive experimental results demonstrate AR's superior reasoning capabilities without the computational burden of exhaustive solution searches, particularly excelling in linguistic logic puzzles. These findings substantiate AR's effectiveness in enhancing LLMs' capacity for robust, long-sequence logical reasoning and deliberation.	20/03/2025	From Chaos to Order: The Atomic Reasoner Framework for Fine-grained Reasoning in Large Language Models. Recent advances in large language models (LLMs) have shown remarkable progress, yet their capacity for logical ``slow-thinking'' reasoning persists as a critical research frontier. Current inference scaling paradigms suffer from two fundamental constraints: fragmented thought flows compromising logical coherence, and intensively computational complexity that escalates with search space dimensions. To overcome these limitations, we present \textbf{Atomic Reasoner} (\textbf{AR}), a cognitive inference strategy that enables fine-grained reasoning through systematic atomic-level operations. AR decomposes the reasoning process into atomic cognitive units, employing a cognitive routing mechanism to dynamically construct reasoning representations and orchestrate inference pathways. This systematic methodology implements stepwise, structured cognition, which ensures logical coherence while significantly reducing cognitive load, effectively simulating the cognitive patterns observed in human deep thinking processes. Extensive experimental results demonstrate AR's superior reasoning capabilities without the computational burden of exhaustive solution searches, particularly excelling in linguistic logic puzzles. These findings substantiate AR's effectiveness in enhancing LLMs' capacity for robust, long-sequence logical reasoning and deliberation.	chaos order atomic reasoner framework Fine-grained reasoning large language model recent advance llm show remarkable progress capacity logical ` slow-thinking persist critical research frontier current inference scale paradigm suffer fundamental constraint fragmented thought flow compromise coherence intensively computational complexity escalate search space dimension overcome limitation present cognitive strategy enable fine-grained reason systematic atomic-level operation ar decompose process unit employ routing mechanism dynamically construct representation orchestrate pathway methodology implement stepwise structured cognition ensure significantly reduce load effectively simulate pattern observe human deep thinking extensive experimental result demonstrate superior capability burden exhaustive solution particularly excel linguistic logic puzzle finding substantiate effectiveness enhance robust long-sequence deliberation	Computation and Language
10.48550/arXiv.2503.15924	Towards Automatic Continual Learning: A Self-Adaptive Framework for Continual Instruction Tuning	Peiyi Lin, Fukai Zhang, Kai Niu, Hao Fu	Continual instruction tuning enables large language models (LLMs) to learn incrementally while retaining past knowledge, whereas existing methods primarily focus on how to retain old knowledge rather than on selecting which new knowledge to learn. In domain-specific contexts, maintaining data quality and managing system constraints remain key challenges. To address these issues, we propose an automated continual instruction tuning framework that dynamically filters incoming data, which identify and reduce redundant data across successive updates. Our approach utilizes a small proxy model for efficient perplexity-based filtering, and updates the proxy to ensure that the filtering criteria remain aligned with the evolving state of the deployed model. Compared to existing static data selection methods, our framework can effectively handle incrementally acquired data and shifting distributions. Additionally, it addresses practical deployment challenges by enabling seamless model updates, supporting version rollback and incorporating automatic checkpoint evaluation. We evaluated the system in real-world medical scenarios. It reduced computational costs by 66.7% and improved model performance, and achieved autonomous updates, thus demonstrating its effectiveness for automatic continual instruction tuning.	20/03/2025	Towards Automatic Continual Learning: A Self-Adaptive Framework for Continual Instruction Tuning. Continual instruction tuning enables large language models (LLMs) to learn incrementally while retaining past knowledge, whereas existing methods primarily focus on how to retain old knowledge rather than on selecting which new knowledge to learn. In domain-specific contexts, maintaining data quality and managing system constraints remain key challenges. To address these issues, we propose an automated continual instruction tuning framework that dynamically filters incoming data, which identify and reduce redundant data across successive updates. Our approach utilizes a small proxy model for efficient perplexity-based filtering, and updates the proxy to ensure that the filtering criteria remain aligned with the evolving state of the deployed model. Compared to existing static data selection methods, our framework can effectively handle incrementally acquired data and shifting distributions. Additionally, it addresses practical deployment challenges by enabling seamless model updates, supporting version rollback and incorporating automatic checkpoint evaluation. We evaluated the system in real-world medical scenarios. It reduced computational costs by 66.7% and improved model performance, and achieved autonomous updates, thus demonstrating its effectiveness for automatic continual instruction tuning.	automatic continual learning Self-Adaptive framework instruction tuning enable large language model llm learn incrementally retain past knowledge existing method primarily focus old rather select new domain-specific context maintain data quality manage system constraint remain key challenge address issue propose automate dynamically filter incoming identify reduce redundant successive update approach utilize small proxy efficient perplexity-based filtering ensure criterion aligned evolve state deploy compare exist static selection effectively handle acquire shift distribution additionally practical deployment seamless support version rollback incorporate checkpoint evaluation evaluate real-world medical scenario computational cost 66.7 improved performance achieve autonomous thus demonstrate effectiveness	Computation and Language
